PC1,PC2,PC3,Preferred.Name,ER.Activity,Class_Info
0.299832443,4.207133328,-1.320231405,H3B-5942,Antagonist,1
0.369795564,4.182724373,-1.346555962,H3B-5942,Antagonist,1
0.430730915,4.137230374,-1.383970489,H3B-5942,Antagonist,1
0.487174539,4.099012658,-1.414988308,H3B-5942,Antagonist,1
0.54449284,4.062024826,-1.415805511,H3B-5942,Antagonist,1
0.598614506,4.030051496,-1.415670428,H3B-5942,Antagonist,1
0.662399214,4.003781942,-1.405847347,H3B-5942,Antagonist,1
0.752475941,3.926688644,-1.396589614,H3B-5942,Antagonist,1
0.854066255,3.815798651,-1.333139008,H3B-5942,Antagonist,1
0.938597499,3.797378977,-1.343661288,H3B-5942,Antagonist,1
0.997877419,3.757905855,-1.352670298,H3B-5942,Antagonist,1
1.030068629,3.737521218,-1.356563569,H3B-5942,Antagonist,1
1.117328228,3.680235657,-1.324252436,H3B-5942,Antagonist,1
1.175545816,3.623689281,-1.342560254,H3B-5942,Antagonist,1
1.233354313,3.607161862,-1.344843974,H3B-5942,Antagonist,1
1.294061219,3.524985706,-1.326579598,H3B-5942,Antagonist,1
1.367217462,3.512539719,-1.310746243,H3B-5942,Antagonist,1
1.453349648,3.452032228,-1.315471552,H3B-5942,Antagonist,1
1.502524125,3.408278067,-1.330833287,H3B-5942,Antagonist,1
1.564049858,3.395777389,-1.333600786,H3B-5942,Antagonist,1
1.693258033,3.303743348,-1.343172299,H3B-5942,Antagonist,1
1.749498548,3.286731841,-1.318515801,H3B-5942,Antagonist,1
1.820212663,3.279267708,-1.314412717,H3B-5942,Antagonist,1
1.889499473,3.238731008,-1.312561933,H3B-5942,Antagonist,1
1.97129777,3.216042688,-1.26488305,H3B-5942,Antagonist,1
2.087724468,3.199670204,-1.231999275,H3B-5942,Antagonist,1
2.150722682,3.14408081,-1.257531984,H3B-5942,Antagonist,1
2.220676788,3.095402709,-1.259618131,H3B-5942,Antagonist,1
2.281622843,3.056479814,-1.274194647,H3B-5942,Antagonist,1
2.35494441,2.979064645,-1.279023619,H3B-5942,Antagonist,1
2.438978178,2.89440909,-1.228598582,H3B-5942,Antagonist,1
2.497011392,2.880021831,-1.211615208,H3B-5942,Antagonist,1
2.573859861,2.859329687,-1.19424573,H3B-5942,Antagonist,1
2.63802711,2.818360305,-1.216344574,H3B-5942,Antagonist,1
2.698218516,2.786393342,-1.189829195,H3B-5942,Antagonist,1
2.770260535,2.758979578,-1.151320709,H3B-5942,Antagonist,1
2.862513894,2.725844232,-1.155480903,H3B-5942,Antagonist,1
2.92245904,2.706073423,-1.168429302,H3B-5942,Antagonist,1
2.985536859,2.690324056,-1.170008915,H3B-5942,Antagonist,1
3.068188382,2.658054564,-1.170570093,H3B-5942,Antagonist,1
3.137945763,2.625980675,-1.138857729,H3B-5942,Antagonist,1
3.216665362,2.56365382,-1.18827511,H3B-5942,Antagonist,1
3.293732912,2.532290614,-1.177979105,H3B-5942,Antagonist,1
3.366644497,2.512778074,-1.176413604,H3B-5942,Antagonist,1
3.422177008,2.49177818,-1.161335404,H3B-5942,Antagonist,1
3.485706634,2.429881007,-1.197627187,H3B-5942,Antagonist,1
3.587082952,2.39020441,-1.191535261,H3B-5942,Antagonist,1
3.653659017,2.347964557,-1.198371264,H3B-5942,Antagonist,1
3.726967227,2.300422891,-1.199715501,H3B-5942,Antagonist,1
3.796524242,2.217875872,-1.197306185,H3B-5942,Antagonist,1
3.86018376,2.194370626,-1.196836205,H3B-5942,Antagonist,1
3.926612597,2.155228084,-1.216647819,H3B-5942,Antagonist,1
3.992550949,2.044508532,-1.163269797,H3B-5942,Antagonist,1
4.095103356,2.004072257,-1.146623053,H3B-5942,Antagonist,1
4.165667831,1.978269794,-1.130191234,H3B-5942,Antagonist,1
4.245340968,1.933224076,-1.1110949,H3B-5942,Antagonist,1
4.341219093,1.855156069,-1.15726987,H3B-5942,Antagonist,1
4.391103887,1.829516957,-1.167819805,H3B-5942,Antagonist,1
4.463807854,1.81843712,-1.152234151,H3B-5942,Antagonist,1
4.549114104,1.798291203,-1.161887506,H3B-5942,Antagonist,1
4.607215893,1.760760804,-1.17683237,H3B-5942,Antagonist,1
4.677122683,1.747019815,-1.155571396,H3B-5942,Antagonist,1
4.744924314,1.717532485,-1.147222308,H3B-5942,Antagonist,1
4.801888359,1.702799843,-1.141529901,H3B-5942,Antagonist,1
4.879089718,1.678286723,-1.143822205,H3B-5942,Antagonist,1
4.958284959,1.662042804,-1.112947224,H3B-5942,Antagonist,1
5.012803176,1.625226284,-1.115909481,H3B-5942,Antagonist,1
5.09574184,1.611924261,-1.102875923,H3B-5942,Antagonist,1
5.16062695,1.58166811,-1.104529705,H3B-5942,Antagonist,1
5.265858893,1.569053135,-1.114929347,H3B-5942,Antagonist,1
5.361841651,1.544613268,-1.095483122,H3B-5942,Antagonist,1
5.44202346,1.530233054,-1.090978761,H3B-5942,Antagonist,1
5.493858185,1.499955309,-1.098151809,H3B-5942,Antagonist,1
5.571176158,1.485923146,-1.099486535,H3B-5942,Antagonist,1
5.646971806,1.459268155,-1.099328512,H3B-5942,Antagonist,1
5.721725936,1.402473877,-1.09521695,H3B-5942,Antagonist,1
5.798688206,1.376290784,-1.091339813,H3B-5942,Antagonist,1
5.90801888,1.332873494,-1.031142245,H3B-5942,Antagonist,1
5.991860485,1.229390994,-0.950055904,H3B-5942,Antagonist,1
6.055126258,1.192720798,-0.970659732,H3B-5942,Antagonist,1
6.159573212,1.169661069,-0.945955333,H3B-5942,Antagonist,1
6.213568102,1.132614691,-0.957434282,H3B-5942,Antagonist,1
6.293136603,1.075458756,-0.939143849,H3B-5942,Antagonist,1
6.371760651,1.038656979,-0.93681887,H3B-5942,Antagonist,1
6.455523153,1.02807604,-0.881554917,H3B-5942,Antagonist,1
6.527899131,0.983304262,-0.877641439,H3B-5942,Antagonist,1
6.588168233,0.975269846,-0.890905663,H3B-5942,Antagonist,1
6.690881646,0.916616973,-0.836302066,H3B-5942,Antagonist,1
6.76127826,0.869543831,-0.859926861,H3B-5942,Antagonist,1
6.853817265,0.79358832,-0.888772913,H3B-5942,Antagonist,1
6.916574927,0.766152523,-0.884279187,H3B-5942,Antagonist,1
7.008921513,0.748596308,-0.880232186,H3B-5942,Antagonist,1
7.102558968,0.654977731,-0.82825922,H3B-5942,Antagonist,1
7.199573861,0.628950589,-0.787254777,H3B-5942,Antagonist,1
7.278068043,0.554326378,-0.772439008,H3B-5942,Antagonist,1
7.358104876,0.525730693,-0.768263524,H3B-5942,Antagonist,1
7.425536521,0.477756065,-0.74115955,H3B-5942,Antagonist,1
7.521530448,0.440895795,-0.733038076,H3B-5942,Antagonist,1
7.60770867,0.402648723,-0.720876991,H3B-5942,Antagonist,1
7.673855657,0.359398231,-0.710172663,H3B-5942,Antagonist,1
7.764111054,0.326189228,-0.713138864,H3B-5942,Antagonist,1
7.848214701,0.281609521,-0.699081448,H3B-5942,Antagonist,1
7.907732292,0.262565264,-0.71501685,H3B-5942,Antagonist,1
7.987988599,0.206618247,-0.68950579,H3B-5942,Antagonist,1
8.058053073,0.178931414,-0.657809855,H3B-5942,Antagonist,1
8.110824689,0.143322304,-0.662463939,H3B-5942,Antagonist,1
8.219122458,0.101674405,-0.621740304,H3B-5942,Antagonist,1
8.319717296,0.075582977,-0.588108628,H3B-5942,Antagonist,1
8.428189098,0.027314311,-0.609679187,H3B-5942,Antagonist,1
8.509430434,0.004273094,-0.610067544,H3B-5942,Antagonist,1
8.596986545,-0.009197925,-0.602364514,H3B-5942,Antagonist,1
8.686091354,-0.110827974,-0.526796004,H3B-5942,Antagonist,1
8.766367316,-0.17081303,-0.471495975,H3B-5942,Antagonist,1
8.841541791,-0.205569045,-0.44541156,H3B-5942,Antagonist,1
8.942558909,-0.237709523,-0.442358355,H3B-5942,Antagonist,1
9.036515859,-0.328120088,-0.422923396,H3B-5942,Antagonist,1
9.148087145,-0.343903108,-0.381271937,H3B-5942,Antagonist,1
9.307350846,-0.420418461,-0.447980851,H3B-5942,Antagonist,1
9.415888035,-0.502774033,-0.440435006,H3B-5942,Antagonist,1
9.492311821,-0.542479364,-0.427115772,H3B-5942,Antagonist,1
9.561942861,-0.579972246,-0.431814785,H3B-5942,Antagonist,1
9.666636263,-0.60430992,-0.414886935,H3B-5942,Antagonist,1
9.753006625,-0.628465451,-0.40374954,H3B-5942,Antagonist,1
9.831806282,-0.662203627,-0.396914045,H3B-5942,Antagonist,1
9.937732412,-0.691520786,-0.364755185,H3B-5942,Antagonist,1
10.00590173,-0.705478636,-0.336148778,H3B-5942,Antagonist,1
10.12925918,-0.744250349,-0.304400168,H3B-5942,Antagonist,1
10.26671336,-0.859257985,-0.241145019,H3B-5942,Antagonist,1
10.34802738,-0.888389767,-0.219714306,H3B-5942,Antagonist,1
10.44126716,-0.927005445,-0.214446705,H3B-5942,Antagonist,1
10.49972122,-0.971708741,-0.205124496,H3B-5942,Antagonist,1
10.59747952,-1.003111854,-0.19084445,H3B-5942,Antagonist,1
10.71218046,-1.051690789,-0.170219034,H3B-5942,Antagonist,1
10.83980675,-1.11086132,-0.111639319,H3B-5942,Antagonist,1
10.92279122,-1.183764553,-0.128246245,H3B-5942,Antagonist,1
11.01222496,-1.207519281,-0.121207233,H3B-5942,Antagonist,1
11.11000822,-1.246888547,-0.132358194,H3B-5942,Antagonist,1
11.18555202,-1.29096689,-0.100072395,H3B-5942,Antagonist,1
11.24664069,-1.334162695,-0.084257929,H3B-5942,Antagonist,1
11.39945822,-1.368756035,-0.015714577,H3B-5942,Antagonist,1
11.45293676,-1.414239064,-0.016581997,H3B-5942,Antagonist,1
11.53174071,-1.442094423,0.007162954,H3B-5942,Antagonist,1
11.63535695,-1.479340811,0.028698923,H3B-5942,Antagonist,1
11.74901484,-1.500352936,0.042425863,H3B-5942,Antagonist,1
11.88087967,-1.669902179,0.110811439,H3B-5942,Antagonist,1
11.98129768,-1.698876463,0.128228871,H3B-5942,Antagonist,1
12.05481157,-1.729033769,0.146874162,H3B-5942,Antagonist,1
12.12798076,-1.766953472,0.155166516,H3B-5942,Antagonist,1
12.24213274,-1.769284183,0.162311458,H3B-5942,Antagonist,1
12.38287618,-1.814654489,0.155722033,H3B-5942,Antagonist,1
12.49681575,-1.83165904,0.170616615,H3B-5942,Antagonist,1
12.59676214,-1.879118822,0.163842786,H3B-5942,Antagonist,1
-0.595316476,3.473974214,-1.00721663,H3B-5942,Antagonist,1
-0.541272802,3.451215543,-1.022954857,H3B-5942,Antagonist,1
-0.485586232,3.396550255,-1.004630075,H3B-5942,Antagonist,1
-0.419667713,3.345171688,-1.011228261,H3B-5942,Antagonist,1
-0.315498189,3.24209824,-1.028754168,H3B-5942,Antagonist,1
-0.230517534,3.153222521,-0.973089817,H3B-5942,Antagonist,1
-0.150801387,3.092442376,-0.975894046,H3B-5942,Antagonist,1
-0.078815658,3.066461121,-0.993992021,H3B-5942,Antagonist,1
0.009221675,3.029940829,-0.97079878,H3B-5942,Antagonist,1
0.097782335,2.985531169,-0.992840516,H3B-5942,Antagonist,1
0.17825382,2.975787914,-0.989749741,H3B-5942,Antagonist,1
0.239183719,2.955977998,-0.9887906,H3B-5942,Antagonist,1
0.308063117,2.925963115,-0.99854725,H3B-5942,Antagonist,1
0.373859433,2.914974307,-1.004250397,H3B-5942,Antagonist,1
0.461777007,2.834521956,-1.003685029,H3B-5942,Antagonist,1
0.544791069,2.729181313,-1.018253475,H3B-5942,Antagonist,1
0.606500517,2.690118245,-0.997353541,H3B-5942,Antagonist,1
0.669879266,2.671056803,-0.996878644,H3B-5942,Antagonist,1
0.733463859,2.63885972,-1.030792568,H3B-5942,Antagonist,1
0.795408552,2.615868381,-1.037306507,H3B-5942,Antagonist,1
0.852876555,2.602171543,-1.062098249,H3B-5942,Antagonist,1
0.926316054,2.577178092,-1.025275221,H3B-5942,Antagonist,1
0.968714102,2.555212488,-1.040072018,H3B-5942,Antagonist,1
1.021853397,2.522314903,-1.038764796,H3B-5942,Antagonist,1
1.090221133,2.483246432,-1.031642175,H3B-5942,Antagonist,1
1.166731198,2.380204079,-0.988193549,H3B-5942,Antagonist,1
1.231254385,2.331253531,-0.956755048,H3B-5942,Antagonist,1
1.306393951,2.309218433,-0.96052676,H3B-5942,Antagonist,1
1.38468907,2.282006544,-0.97695432,H3B-5942,Antagonist,1
1.462510817,2.26815851,-0.992737404,H3B-5942,Antagonist,1
1.521617318,2.262509974,-1.00923443,H3B-5942,Antagonist,1
1.607002797,2.208656686,-1.007117959,H3B-5942,Antagonist,1
1.709252486,2.173901823,-1.017920722,H3B-5942,Antagonist,1
1.809579585,2.131245107,-0.998667754,H3B-5942,Antagonist,1
1.877638428,2.107688207,-1.006381922,H3B-5942,Antagonist,1
1.971312752,2.058616049,-0.967611661,H3B-5942,Antagonist,1
2.049078471,2.035681792,-0.977087286,H3B-5942,Antagonist,1
2.134728738,1.97444541,-0.993966612,H3B-5942,Antagonist,1
2.185628977,1.961791262,-0.995095214,H3B-5942,Antagonist,1
2.262501838,1.923902216,-0.964527769,H3B-5942,Antagonist,1
2.342193963,1.823811585,-0.910543987,H3B-5942,Antagonist,1
2.437522348,1.790055949,-0.889937906,H3B-5942,Antagonist,1
2.496500786,1.742707166,-0.901156559,H3B-5942,Antagonist,1
2.599950821,1.688528751,-0.902349186,H3B-5942,Antagonist,1
2.685641619,1.628871701,-0.920304006,H3B-5942,Antagonist,1
2.760490784,1.587634916,-0.900496574,H3B-5942,Antagonist,1
2.852903401,1.514331407,-0.880868084,H3B-5942,Antagonist,1
2.897102383,1.48060065,-0.899321218,H3B-5942,Antagonist,1
2.952697676,1.451115131,-0.91031723,H3B-5942,Antagonist,1
3.003390454,1.417493683,-0.923601859,H3B-5942,Antagonist,1
3.064698901,1.399877951,-0.928191604,H3B-5942,Antagonist,1
3.140437672,1.306149226,-0.841176972,H3B-5942,Antagonist,1
3.217494672,1.23744549,-0.862445286,H3B-5942,Antagonist,1
3.301949099,1.176602284,-0.86825312,H3B-5942,Antagonist,1
3.363349503,1.105952065,-0.890351001,H3B-5942,Antagonist,1
3.433936419,1.072347785,-0.853682155,H3B-5942,Antagonist,1
3.496872131,1.042482073,-0.857676716,H3B-5942,Antagonist,1
3.576529769,1.013224968,-0.879293371,H3B-5942,Antagonist,1
3.658056856,0.975201439,-0.884318526,H3B-5942,Antagonist,1
3.750002605,0.957088838,-0.863166671,H3B-5942,Antagonist,1
3.811018776,0.956890596,-0.875555983,H3B-5942,Antagonist,1
3.917283156,0.946765882,-0.880131663,H3B-5942,Antagonist,1
3.99173521,0.861724639,-0.864296236,H3B-5942,Antagonist,1
4.070532533,0.844005893,-0.871934777,H3B-5942,Antagonist,1
4.174547681,0.807800779,-0.864000237,H3B-5942,Antagonist,1
4.262201964,0.759054521,-0.853178947,H3B-5942,Antagonist,1
4.358118847,0.678829684,-0.789743864,H3B-5942,Antagonist,1
4.49065506,0.615063764,-0.788343485,H3B-5942,Antagonist,1
4.572981336,0.539340041,-0.776214029,H3B-5942,Antagonist,1
4.665652084,0.490802507,-0.761855504,H3B-5942,Antagonist,1
4.754561122,0.452136835,-0.772443712,H3B-5942,Antagonist,1
4.832216245,0.402227877,-0.748994263,H3B-5942,Antagonist,1
4.914432411,0.347825994,-0.733090294,H3B-5942,Antagonist,1
4.998873417,0.302844844,-0.706845693,H3B-5942,Antagonist,1
5.068280343,0.250793133,-0.704450502,H3B-5942,Antagonist,1
5.163717869,0.200139456,-0.718264026,H3B-5942,Antagonist,1
5.26456421,0.181147401,-0.716455294,H3B-5942,Antagonist,1
5.332550595,0.175337218,-0.708801909,H3B-5942,Antagonist,1
5.469584186,0.09634426,-0.706771464,H3B-5942,Antagonist,1
5.54683823,0.007858598,-0.716016696,H3B-5942,Antagonist,1
5.649249458,-0.060576413,-0.65976147,H3B-5942,Antagonist,1
5.703295822,-0.082893957,-0.653763712,H3B-5942,Antagonist,1
5.801169907,-0.147784714,-0.630358428,H3B-5942,Antagonist,1
5.867376415,-0.190124518,-0.633098849,H3B-5942,Antagonist,1
5.962696218,-0.25676104,-0.595567212,H3B-5942,Antagonist,1
6.046791946,-0.262575178,-0.602824437,H3B-5942,Antagonist,1
6.1116948,-0.283527262,-0.601241175,H3B-5942,Antagonist,1
6.194732175,-0.325153012,-0.581951946,H3B-5942,Antagonist,1
6.286197906,-0.355772455,-0.602893222,H3B-5942,Antagonist,1
6.370634328,-0.384871922,-0.584760083,H3B-5942,Antagonist,1
6.439787798,-0.406953665,-0.591034429,H3B-5942,Antagonist,1
6.534576709,-0.455492154,-0.585732671,H3B-5942,Antagonist,1
6.598899925,-0.487699173,-0.609658311,H3B-5942,Antagonist,1
6.703021484,-0.577580974,-0.553468639,H3B-5942,Antagonist,1
6.78225841,-0.643490204,-0.52937751,H3B-5942,Antagonist,1
6.879919895,-0.677157374,-0.534092702,H3B-5942,Antagonist,1
6.957418585,-0.777566355,-0.482074113,H3B-5942,Antagonist,1
7.044371777,-0.806850887,-0.491003332,H3B-5942,Antagonist,1
7.14685194,-0.868840234,-0.522876512,H3B-5942,Antagonist,1
7.245086735,-0.911902083,-0.532330691,H3B-5942,Antagonist,1
7.35176549,-0.995921108,-0.529986883,H3B-5942,Antagonist,1
7.476623074,-1.002414227,-0.496869958,H3B-5942,Antagonist,1
7.546231094,-1.033702655,-0.521970826,H3B-5942,Antagonist,1
7.671665013,-1.07783983,-0.560907402,H3B-5942,Antagonist,1
7.786285618,-1.165849834,-0.553585533,H3B-5942,Antagonist,1
7.878625565,-1.221792554,-0.586913163,H3B-5942,Antagonist,1
8.006352217,-1.318961834,-0.530215348,H3B-5942,Antagonist,1
8.112706811,-1.420183847,-0.486938544,H3B-5942,Antagonist,1
8.182001535,-1.467064329,-0.474764476,H3B-5942,Antagonist,1
8.288786051,-1.525751738,-0.455873811,H3B-5942,Antagonist,1
8.432615692,-1.573594321,-0.461384961,H3B-5942,Antagonist,1
8.533378627,-1.611857768,-0.462888168,H3B-5942,Antagonist,1
8.609072428,-1.643360266,-0.482341316,H3B-5942,Antagonist,1
8.703099596,-1.671404488,-0.512333875,H3B-5942,Antagonist,1
8.814724207,-1.789119292,-0.522971077,H3B-5942,Antagonist,1
8.905077569,-1.826226437,-0.515911943,H3B-5942,Antagonist,1
9.018875155,-1.850922477,-0.466444147,H3B-5942,Antagonist,1
9.126115049,-1.8921002,-0.475377983,H3B-5942,Antagonist,1
9.208595246,-1.925365721,-0.482778468,H3B-5942,Antagonist,1
9.299539823,-1.967481524,-0.50635922,H3B-5942,Antagonist,1
9.421054445,-2.077183485,-0.419462808,H3B-5942,Antagonist,1
9.559383532,-2.132838921,-0.356268791,H3B-5942,Antagonist,1
9.655051112,-2.198325062,-0.355531517,H3B-5942,Antagonist,1
9.753848003,-2.274754326,-0.378537303,H3B-5942,Antagonist,1
9.820435866,-2.3076718,-0.386070225,H3B-5942,Antagonist,1
9.950521223,-2.378529105,-0.425295986,H3B-5942,Antagonist,1
10.09995726,-2.500289582,-0.384475789,H3B-5942,Antagonist,1
10.19017918,-2.574807189,-0.387004957,H3B-5942,Antagonist,1
0.411091117,3.993854654,-1.682011721,H3B-5942,Antagonist,1
0.510413319,3.964474198,-1.719228371,H3B-5942,Antagonist,1
0.590350202,3.892741521,-1.729623729,H3B-5942,Antagonist,1
0.657768364,3.851720079,-1.734816212,H3B-5942,Antagonist,1
0.718729493,3.797162404,-1.742497563,H3B-5942,Antagonist,1
0.77696728,3.741120607,-1.758303313,H3B-5942,Antagonist,1
0.873681057,3.671986861,-1.745005393,H3B-5942,Antagonist,1
0.955788234,3.614874411,-1.783178425,H3B-5942,Antagonist,1
1.046152192,3.584472162,-1.799242055,H3B-5942,Antagonist,1
1.099394646,3.562503641,-1.798506866,H3B-5942,Antagonist,1
1.189462408,3.512265013,-1.829000932,H3B-5942,Antagonist,1
1.302403015,3.446705748,-1.814437677,H3B-5942,Antagonist,1
1.382174893,3.398870013,-1.817384519,H3B-5942,Antagonist,1
1.451937708,3.369688603,-1.835965507,H3B-5942,Antagonist,1
1.513714676,3.341044801,-1.858022702,H3B-5942,Antagonist,1
1.615122902,3.241434929,-1.852877747,H3B-5942,Antagonist,1
1.68151901,3.212917336,-1.882805327,H3B-5942,Antagonist,1
1.738290207,3.166235154,-1.915632208,H3B-5942,Antagonist,1
1.777103675,3.133722638,-1.918971428,H3B-5942,Antagonist,1
1.837852597,3.097968046,-1.918738596,H3B-5942,Antagonist,1
1.921860455,3.031938655,-1.940614736,H3B-5942,Antagonist,1
1.998747254,3.017723914,-1.910327094,H3B-5942,Antagonist,1
2.089563617,2.976797682,-1.91362562,H3B-5942,Antagonist,1
2.162819865,2.963951586,-1.920872442,H3B-5942,Antagonist,1
2.229693614,2.91621281,-1.926178711,H3B-5942,Antagonist,1
2.321046313,2.909498701,-1.922233067,H3B-5942,Antagonist,1
2.398553031,2.89319636,-1.941533768,H3B-5942,Antagonist,1
2.490909184,2.864529306,-1.953646762,H3B-5942,Antagonist,1
2.575714304,2.841681133,-1.965656089,H3B-5942,Antagonist,1
2.632073684,2.810981398,-1.956271378,H3B-5942,Antagonist,1
2.696056159,2.755060819,-1.985609543,H3B-5942,Antagonist,1
2.786357588,2.635736397,-1.89423588,H3B-5942,Antagonist,1
2.851726014,2.561370884,-1.883521201,H3B-5942,Antagonist,1
2.928064036,2.549192771,-1.898393665,H3B-5942,Antagonist,1
3.006333011,2.530976562,-1.875838332,H3B-5942,Antagonist,1
3.083716972,2.508620854,-1.899872931,H3B-5942,Antagonist,1
3.151420345,2.493031632,-1.918304181,H3B-5942,Antagonist,1
3.201104739,2.477501566,-1.904012414,H3B-5942,Antagonist,1
3.263111112,2.454393534,-1.917965955,H3B-5942,Antagonist,1
3.313372058,2.434398029,-1.922013435,H3B-5942,Antagonist,1
3.379698214,2.406322087,-1.943715494,H3B-5942,Antagonist,1
3.454689524,2.337464388,-1.974627526,H3B-5942,Antagonist,1
3.506279707,2.299116539,-1.993505789,H3B-5942,Antagonist,1
3.590317663,2.257200396,-1.968113731,H3B-5942,Antagonist,1
3.67728396,2.235672795,-1.975942233,H3B-5942,Antagonist,1
3.754939046,2.196600035,-1.929244934,H3B-5942,Antagonist,1
3.818688574,2.180325377,-1.949386668,H3B-5942,Antagonist,1
3.878091799,2.148670114,-1.942299902,H3B-5942,Antagonist,1
3.977192901,2.087803255,-1.929814078,H3B-5942,Antagonist,1
4.047650947,2.040744123,-1.945520361,H3B-5942,Antagonist,1
4.116001885,2.015419264,-1.948486895,H3B-5942,Antagonist,1
4.167250863,1.960950851,-1.981816578,H3B-5942,Antagonist,1
4.245623042,1.93915717,-2.004082589,H3B-5942,Antagonist,1
4.292716172,1.90875434,-2.007616675,H3B-5942,Antagonist,1
4.354349692,1.884532061,-2.026630018,H3B-5942,Antagonist,1
4.429365307,1.84175149,-2.017237462,H3B-5942,Antagonist,1
4.495818823,1.796077003,-1.994003545,H3B-5942,Antagonist,1
4.571169292,1.716527626,-1.969748252,H3B-5942,Antagonist,1
4.669868949,1.684760192,-1.94617795,H3B-5942,Antagonist,1
4.760661729,1.63049701,-1.938387589,H3B-5942,Antagonist,1
4.827348365,1.608947733,-1.941002167,H3B-5942,Antagonist,1
4.892180106,1.55321358,-1.941988615,H3B-5942,Antagonist,1
4.940974073,1.511885006,-1.941827405,H3B-5942,Antagonist,1
5.033632347,1.506202761,-1.934448161,H3B-5942,Antagonist,1
5.102215544,1.503884247,-1.940427672,H3B-5942,Antagonist,1
5.186317339,1.475416788,-1.939188539,H3B-5942,Antagonist,1
5.279819675,1.435488435,-1.901647112,H3B-5942,Antagonist,1
5.338997911,1.383135557,-1.911663719,H3B-5942,Antagonist,1
5.392302685,1.363435495,-1.918694221,H3B-5942,Antagonist,1
5.478092536,1.32360904,-1.929807543,H3B-5942,Antagonist,1
5.579833738,1.273073666,-1.88727431,H3B-5942,Antagonist,1
5.672195938,1.248181676,-1.872625154,H3B-5942,Antagonist,1
5.773535986,1.200626668,-1.864490044,H3B-5942,Antagonist,1
5.856017707,1.186071971,-1.878297651,H3B-5942,Antagonist,1
5.916338692,1.146026095,-1.867099589,H3B-5942,Antagonist,1
6.000096761,1.134468926,-1.886347493,H3B-5942,Antagonist,1
6.081320339,1.117139872,-1.879426121,H3B-5942,Antagonist,1
6.122129807,1.088751222,-1.865971257,H3B-5942,Antagonist,1
6.209370899,1.059488401,-1.857394522,H3B-5942,Antagonist,1
6.330925495,1.034564993,-1.794807064,H3B-5942,Antagonist,1
6.441933187,0.95089025,-1.748487261,H3B-5942,Antagonist,1
6.505177132,0.931950144,-1.725745809,H3B-5942,Antagonist,1
6.598195412,0.846402312,-1.767813897,H3B-5942,Antagonist,1
6.658341306,0.815384179,-1.786513773,H3B-5942,Antagonist,1
6.752484044,0.795802144,-1.732433115,H3B-5942,Antagonist,1
6.879673826,0.740224192,-1.742953054,H3B-5942,Antagonist,1
6.94480893,0.717991796,-1.742332578,H3B-5942,Antagonist,1
7.009546051,0.693284194,-1.766440449,H3B-5942,Antagonist,1
7.143660931,0.665979899,-1.722934573,H3B-5942,Antagonist,1
7.219351634,0.633367039,-1.737269576,H3B-5942,Antagonist,1
7.291911685,0.613817444,-1.72172734,H3B-5942,Antagonist,1
7.363660078,0.591069655,-1.732833984,H3B-5942,Antagonist,1
7.445531863,0.564717699,-1.7229315,H3B-5942,Antagonist,1
7.536501287,0.549389678,-1.730987302,H3B-5942,Antagonist,1
7.61508117,0.48834342,-1.712311692,H3B-5942,Antagonist,1
7.736615263,0.411059341,-1.658787921,H3B-5942,Antagonist,1
7.82095748,0.392875293,-1.68742864,H3B-5942,Antagonist,1
7.899854443,0.381552017,-1.704990185,H3B-5942,Antagonist,1
7.989225362,0.344008007,-1.731706726,H3B-5942,Antagonist,1
8.066573886,0.328960827,-1.723163437,H3B-5942,Antagonist,1
8.121475001,0.313456857,-1.718941681,H3B-5942,Antagonist,1
8.204683488,0.273899385,-1.741433635,H3B-5942,Antagonist,1
8.300833137,0.239021654,-1.732186353,H3B-5942,Antagonist,1
8.377374112,0.199796879,-1.732474961,H3B-5942,Antagonist,1
8.447419785,0.180825666,-1.724620121,H3B-5942,Antagonist,1
8.536697681,0.116795026,-1.67813684,H3B-5942,Antagonist,1
8.632635253,0.066623626,-1.679456507,H3B-5942,Antagonist,1
8.741341844,0.032091294,-1.618804676,H3B-5942,Antagonist,1
8.860901072,-0.000111578,-1.573074424,H3B-5942,Antagonist,1
8.928188052,-0.01611078,-1.577168486,H3B-5942,Antagonist,1
9.008779906,-0.026532888,-1.588213625,H3B-5942,Antagonist,1
9.115905265,-0.059912218,-1.555234145,H3B-5942,Antagonist,1
9.193127996,-0.102033895,-1.523780277,H3B-5942,Antagonist,1
9.261130223,-0.164287884,-1.53195812,H3B-5942,Antagonist,1
9.36805425,-0.192731216,-1.460361463,H3B-5942,Antagonist,1
9.445346912,-0.218760553,-1.486220201,H3B-5942,Antagonist,1
9.566700184,-0.345501686,-1.404567161,H3B-5942,Antagonist,1
9.661666555,-0.392066348,-1.409831927,H3B-5942,Antagonist,1
9.727242557,-0.424264093,-1.40977005,H3B-5942,Antagonist,1
9.846953679,-0.454066493,-1.357107631,H3B-5942,Antagonist,1
9.935373891,-0.499893765,-1.357338458,H3B-5942,Antagonist,1
10.03964666,-0.521499362,-1.339862438,H3B-5942,Antagonist,1
10.12544526,-0.562752277,-1.331270963,H3B-5942,Antagonist,1
10.21400166,-0.578927354,-1.291615861,H3B-5942,Antagonist,1
10.34442357,-0.67163587,-1.195979792,H3B-5942,Antagonist,1
10.44442552,-0.712429498,-1.159889793,H3B-5942,Antagonist,1
10.55165132,-0.730421349,-1.149288562,H3B-5942,Antagonist,1
