Tin,Q,flow_shale,flow_steam,length,Pressure,Status
924.6186,425.9084,0.01431106,0.02805069,76.11421,454.6354,nf
879.3934,329.4609,0.0279308,0.01742369,36.9661,363.4784,f
958.6774,498.4684,0.03160805,0.01408531,73.22527,338.7414,nf
913.3004,214.1266,0.01845134,0.02424079,87.55078,321.8193,nf
996.5541,725.3166,0.008563195,0.01022464,81.94616,461.3348,nf
882.4653,515.9268,0.01149089,0.01897718,22.86928,458.3822,f
810.7344,172.3266,0.02339901,0.01828497,29.21777,326.3274,f
789.629,125.9493,0.01710715,0.02894351,37.23024,417.0672,f
805.5442,431.0286,0.01071309,0.03824609,25.59677,350.7741,f
1002.414,758.3646,0.01911874,0.0115199,59.56118,319.595,nf
753.394,273.9937,0.02767192,0.01079039,26.51775,385.0414,f
993.3238,697.5731,0.02878219,0.01034839,59.25618,370.0257,nf
778.0874,780.372,0.03316701,0.00928734,45.65197,461.725,f
771.3448,139.3519,0.01271109,0.02529319,79.65545,465.4764,f
905.9372,894.512,0.03211955,0.008164408,57.53971,408.2914,nf
1005.513,853.9907,0.009060458,0.01432548,69.3102,395.9237,nf
975.1505,600.9346,0.01085485,0.01635289,64.78267,359.2272,nf
797.8723,879.1325,0.008541892,0.04049263,78.89199,324.2282,nf
885.3836,273.554,0.01832314,0.02582429,28.21762,448.3226,f
886.6663,844.129,0.01488927,0.02151984,19.54408,472.5476,f
848.1732,495.3128,0.02072011,0.009734481,86.03867,395.3345,nf
1014.443,282.2226,0.02551894,0.01301104,48.26627,419.0172,f
902.4543,880.5506,0.009734711,0.01163429,24.57088,439.6952,nf
771.5194,672.2961,0.01936941,0.01776967,56.38334,352.8487,nf
1042.108,842.239,0.0105829,0.03710424,76.93828,344.3636,nf
958.2364,840.6239,0.03346218,0.01007328,85.63786,353.5309,nf
840.8467,762.3479,0.03006363,0.01351079,63.75185,442.0298,nf
1005.727,718.1303,0.02508741,0.02215419,18.08454,447.1433,f
872.7114,745.4234,0.01145727,0.03378688,23.92662,342.1868,f
1028.604,165.6123,0.02737095,0.008051413,71.1144,388.2914,f
900.3318,482.3114,0.02947566,0.0088439,24.99273,345.2472,f
1001.728,831.1743,0.02599697,0.0131934,18.38695,429.4222,f
1025.682,454.8085,0.01394755,0.01479685,29.10092,318.1742,f
767.2441,753.209,0.01391841,0.009025761,38.98454,435.4953,nf
822.3612,673.7042,0.02010576,0.02508549,65.46061,409.9291,nf
922.0334,573.1936,0.02465352,0.009360058,42.64355,422.2054,f
988.7318,622.153,0.02390511,0.01877562,49.83465,464.0196,f
995.2315,790.8954,0.03673109,0.01281024,56.84547,411.4939,nf
1019.564,287.0418,0.03916088,0.007997188,33.24999,445.9518,f
1041.241,314.0059,0.02392696,0.009437315,58.43956,354.0707,f
1029.373,198.8259,0.007546664,0.038471,39.82088,461.8215,f
898.1976,865.043,0.01887305,0.02140136,54.01608,347.3909,nf
793.7295,680.4119,0.01060866,0.0149305,85.68179,416.6394,nf
802.2494,159.1619,0.03039178,0.01677505,38.05351,396.4071,f
764.1174,859.2848,0.01725372,0.01347184,24.1781,409.7028,f
852.0772,681.16,0.01357913,0.01197246,17.2093,387.5338,f
1013.674,159.7188,0.02525474,0.01089912,78.07138,325.7252,f
905.4508,193.0738,0.008710255,0.009225701,61.34489,311.4698,f
762.4351,392.6481,0.008735709,0.04058494,63.43588,406.9527,nf
1059.23,447.7559,0.01297259,0.01357707,81.77335,321.0418,nf
895.3627,353.4386,0.03736694,0.01021173,64.62004,454.2136,f
1048.112,763.9734,0.02518399,0.01507545,87.76354,359.6707,nf
780.792,276.0574,0.01967791,0.02710117,72.44517,372.3413,nf
1071.939,370.2403,0.03929478,0.01049271,90.03071,361.2874,nf
1062.256,631.9531,0.02318802,0.01623694,87.16412,440.5599,nf
836.2838,759.6328,0.04017923,0.008276105,57.00107,430.7393,nf
971.1684,478.354,0.01189176,0.01315849,43.6436,407.9329,nf
932.512,796.5501,0.01584656,0.0178469,45.5504,468.4056,nf
1038.605,476.891,0.007928168,0.023521,80.88522,446.728,nf
830.5796,155.7673,0.02738503,0.01140935,89.6508,422.6924,f
784.5239,104.2103,0.03434665,0.009846058,75.09808,451.3431,f
866.0934,425.1945,0.008478601,0.01651935,33.10719,388.2521,f
1012.185,344.5018,0.01242634,0.0237543,60.94272,463.5561,f
1056.399,185.5805,0.008567277,0.01369785,85.13191,414.1205,f
1058.939,420.7982,0.02008391,0.0168098,13.08379,346.2647,f
744.5239,651.551,0.01999176,0.0113988,15.11216,315.9036,f
1048.819,908.2259,0.02505039,0.01025961,29.76421,475.2043,f
1030.725,772.3784,0.03265719,0.01672534,86.85909,443.2716,nf
980.3875,634.9934,0.01293061,0.008301273,90.62508,361.9662,nf
1063.068,488.6091,0.02910373,0.009171955,84.46692,407.038,nf
756.1884,845.4597,0.01001537,0.02966834,80.37806,455.3666,nf
824.3394,754.3164,0.01722411,0.02795743,25.39138,478.4123,f
804.0184,763.0207,0.01796625,0.01656551,88.8504,341.7918,nf
979.8167,78.27638,0.02382421,0.01472743,14.65085,312.5073,f
1061.383,487.5173,0.009765019,0.01811616,29.06582,436.2797,f
800.6848,767.387,0.01436501,0.02724924,37.45835,351.4123,nf
813.281,889.851,0.005716527,0.02752775,23.85668,440.8001,f
755.9686,618.1233,0.02817134,0.007526614,17.15236,428.4998,f
862.1975,807.1127,0.005981801,0.04213252,81.26382,459.3042,nf
985.653,354.1851,0.013874,0.01334248,77.03802,361.0114,nf
755.1664,208.5818,0.01422175,0.01234516,25.48807,431.5621,f
967.8434,278.7763,0.008923243,0.03817977,93.13724,443.7957,nf
1065.553,751.5484,0.01400882,0.03126618,15.4729,407.8064,f
868.9526,811.6035,0.0322718,0.01757779,27.63355,376.4124,f
788.4985,501.9234,0.02355253,0.02013799,22.12362,410.9212,f
960.4821,438.0043,0.01799749,0.0282426,27.98809,485.2658,f
883.6638,673.1258,0.03578138,0.01161174,48.99332,482.187,f
831.4408,787.4669,0.01308523,0.01979388,22.45918,309.9878,f
918.3167,147.6409,0.01924695,0.01468909,45.87729,418.8072,f
817.9732,248.5748,0.006571157,0.02090562,69.41357,363.0835,f
1029.03,541.479,0.0173104,0.02484435,64.07209,355.1594,nf
982.1347,597.7448,0.03797839,0.007186679,75.90073,308.9911,nf
838.5867,209.6983,0.02512285,0.009477568,28.51635,426.2841,f
1040.206,827.5354,0.01340698,0.01986148,52.46393,439.3879,nf
737.9606,173.9448,0.01839245,0.02253893,34.42453,476.0024,f
1009.176,247.7847,0.01656919,0.008690764,27.32189,435.5561,f
876.0183,50.45003,0.006478471,0.03429211,68.7463,326.8603,f
978.2372,629.2709,0.009730321,0.007908331,21.26949,468.2744,f
1037.84,176.7908,0.01109922,0.02185136,26.97844,350.4263,f
973.305,99.85097,0.03831953,0.007086944,62.12591,403.5388,f
1036.713,874.137,0.01137638,0.02163359,16.34534,370.5086,f
909.2863,829.1361,0.02840956,0.008912282,38.0093,435.1171,f
915.9008,398.2007,0.01880878,0.01187579,59.33489,474.9694,f
828.5809,95.68549,0.0159127,0.02316321,70.36768,333.8919,f
791.4815,724.9245,0.012879,0.006907445,58.94896,408.4185,nf
944.5777,639.3519,0.009243169,0.03426444,47.6962,468.3589,f
1043.1,190.4997,0.02932722,0.01600056,19.33247,474.8482,f
1028.201,477.7793,0.03019043,0.01700774,89.70937,481.6892,nf
868.3827,253.8376,0.0121519,0.0350784,24.53854,464.2269,f
1024.062,277.3324,0.03602452,0.006779738,49.69998,332.6504,f
809.2569,606.1281,0.006523881,0.03234712,65.28287,349.14,nf
965.1273,230.7949,0.01278234,0.006700191,75.75778,437.8375,nf
1060.73,108.8516,0.01736796,0.02723521,63.12613,394.5789,f
1059.712,750.8636,0.008667533,0.02898267,92.70159,453.6837,nf
1031.458,876.8802,0.02426804,0.00721017,68.90207,399.8539,nf
1017.064,849.8004,0.007671485,0.01964774,79.60641,485.6068,nf
792.3043,789.9444,0.008067406,0.03024099,88.06679,322.5264,nf
735.2389,654.536,0.03486551,0.0127668,19.01266,317.7166,f
930.034,316.2167,0.02218696,0.02305524,89.80097,368.4904,nf
884.7925,52.50763,0.01368232,0.03152652,16.84148,325.5578,f
812.8371,447.4757,0.004312135,0.01158106,85.94811,457.023,nf
933.3119,812.0704,0.02058131,0.02382622,87.10579,459.1881,nf
788.3722,323.521,0.01195501,0.02418875,88.10654,307.6676,nf
1071.093,145.4526,0.01016112,0.03564048,14.06257,318.8459,f
832.5783,794.7894,0.006326144,0.01705753,37.03035,366.7105,nf
985.3627,808.2459,0.01863428,0.0231513,26.06364,334.4958,f
707.0581,196.4909,0.005405671,0.01555714,81.52918,458.6509,f
986.3576,179.9282,0.02308931,0.005641988,45.57384,469.291,f
925.8355,784.3953,0.03585109,0.00682029,96.34166,463.6732,nf
826.8377,846.8914,0.01860139,0.02790214,73.47294,333.7,nf
730.9061,165.2227,0.01344217,0.02281055,16.92146,351.4765,f
725.3856,699.0858,0.01678345,0.01635819,53.6196,452.4296,nf
1051.567,424.562,0.005953261,0.009965269,49.53573,373.7968,nf
756.7886,399.2656,0.01163431,0.01034674,88.34618,299.3381,nf
837.5501,944.3216,0.007085313,0.007622711,77.62775,450.8108,nf
730.1515,400.1727,0.01795065,0.008352518,84.73534,487.445,nf
994.5773,394.4951,0.004701329,0.02834935,53.36634,407.0854,f
1045.885,458.9296,0.04134333,0.007434552,20.11671,294.3216,f
891.2292,484.3572,0.01986276,0.005326587,30.12206,453.0071,f
1075.594,784.9595,0.007213785,0.0245616,64.85167,315.3268,nf
853.3547,774.6869,0.01316501,0.006248786,77.54493,373.723,nf
979.4754,864.845,0.005075678,0.03927797,61.68686,321.7947,nf
976.0387,693.1083,0.01574403,0.03167715,68.08076,304.0136,nf
878.7234,806.8257,0.006425825,0.02680969,51.85234,337.1098,nf
976.38,929.1049,0.03554136,0.005530854,26.82757,319.9723,f
1060.309,57.27515,0.03840549,0.005862498,20.93516,366.5082,f
842.8325,126.9922,0.0216249,0.02129319,53.71246,383.7637,f
717.0108,519.0345,0.03779519,0.007499264,39.66532,433.9373,f
780.2642,368.6464,0.04244761,0.006989005,54.93377,348.6641,nf
747.6252,309.7911,0.008942052,0.03273354,71.31459,466.0215,f
853.646,63.35066,0.004841216,0.02433063,21.87689,467.2819,f
877.2782,835.565,0.01780707,0.007310293,95.62795,326.6291,nf
901.3179,265.3826,0.004574818,0.01488198,14.9949,345.8096,f
720.3718,657.8688,0.04462419,0.003721418,96.39025,402.1402,nf
1028.193,565.304,0.01671581,0.03294072,85.7689,480.0142,nf
959.7281,105.1788,0.00779596,0.03886338,62.018,483.1779,f
928.5143,436.3205,0.02312532,0.005122534,87.33576,336.5308,nf
736.9483,137.0188,0.004804052,0.01911694,10.53393,437.08,f
753.0388,470.5885,0.007010186,0.03236937,8.629746,483.7063,f
966.1225,445.9898,0.03352844,0.01103733,11.61502,477.6458,f
987.2017,507.4083,0.004392435,0.01934566,91.67496,353.2303,nf
843.4777,292.2559,0.005161764,0.02944018,89.41166,349.4433,nf
733.446,524.6655,0.03490601,0.008407592,79.97472,341.4094,nf
762.2464,531.675,0.007412673,0.0260837,31.98202,397.0229,f
844.9866,831.6823,0.0163555,0.01313839,48.92164,320.1442,nf
820.4707,568.6043,0.003645557,0.03324069,18.1723,326.0903,f
718.3716,985.7729,0.02477523,0.01547763,94.51782,385.4966,nf
900.4693,141.602,0.005369667,0.04420003,73.05577,396.1575,f
857.4909,696.7945,0.005422164,0.020667,6.55957,348.7436,f
971.7237,912.3876,0.01947835,0.005381731,26.69127,435.3208,nf
793.4108,138.5108,0.003204443,0.04451877,71.71726,319.8123,nf
1069.091,191.8508,0.008392799,0.04060188,61.47989,327.4892,nf
748.6232,242.6699,0.008757562,0.00331844,96.8782,475.4757,nf
1092.309,519.5375,0.005936887,0.02870284,10.09009,330.7245,f
738.9408,702.709,0.00616219,0.04017234,21.98056,431.3584,f
734.8156,935.1981,0.00488321,0.004846213,48.85572,353.9003,nf
992.5112,710.9196,0.008898556,0.01661447,40.0956,295.7112,nf
1097.495,603.1491,0.007139857,0.03472752,67.34816,436.8836,nf
816.089,60.0767,0.0186453,0.004143616,67.40652,487.694,f
859.5284,11.36976,0.01601664,0.01768278,6.886843,415.4037,f
897.1632,989.5685,0.03326176,0.0150127,96.27609,361.6361,nf
1081.884,942.0067,0.0315975,0.0145558,74.29674,316.5681,nf
906.9263,20.39798,0.004648852,0.04236258,6.847061,317.1742,f
822.0287,82.64054,0.03878428,0.004466622,8.749037,488.7712,f
714.0681,28.05746,0.01023364,0.01297199,44.4494,292.1331,f
767.1,731.4552,0.007529805,0.03633038,93.58729,490.3503,nf
1094.981,994.1038,0.008441707,0.005958464,99.89026,465.9741,nf
1052.905,500.5621,0.02697811,0.02207611,30.73182,426.6477,f
1015.612,974.4204,0.01044851,0.00364326,39.91609,317.9888,nf
806.0127,187.1694,0.02709619,0.004287982,59.3496,346.4193,f
948.2956,305.146,0.02826025,0.01324273,75.58798,471.873,f
740.5156,872.4426,0.02786237,0.004623095,29.79573,494.0538,f
708.6812,566.7238,0.005114395,0.007683134,51.02833,336.5115,nf
984.5212,791.6199,0.003331327,0.04640942,15.85277,489.1853,f
862.5023,528.5928,0.0162751,0.02235073,15.12415,307.0181,f
888.1804,77.59424,0.03741344,0.003616323,98.71085,297.4533,nf
839.9503,90.84724,0.003006676,0.007355223,31.50015,437.7108,f
750.0658,265.6309,0.02094294,0.007289561,43.58239,495.3208,f
984.0922,502.2324,0.003799786,0.00582175,99.08806,439.5992,nf
829.6465,551.2292,0.004064865,0.04580996,44.31349,396.8292,nf
815.9295,976.7059,0.003791719,0.005028513,10.26188,313.7439,nf
716.4994,37.05441,0.009257228,0.03700429,98.48457,473.3561,f
715.5562,17.60509,0.03223253,0.005591808,5.021234,308.6938,f
877.7962,973.4319,0.005302528,0.01946946,37.89444,299.0863,nf
921.0255,209.2409,0.007624965,0.0263466,56.80254,293.5263,f
806.8133,442.5741,0.01191723,0.005097815,7.10072,330.9429,f
820.9369,110.0348,0.004290967,0.006358395,51.91429,338.8543,f
718.1069,949.0639,0.003118141,0.02078592,58.35732,311.5684,nf
1094.662,505.9422,0.003539811,0.04368554,46.03896,296.3171,nf
917.7897,12.37418,0.005769781,0.003039348,6.128374,494.4764,f
1093.518,688.822,0.003918254,0.0451958,5.427065,399.6737,f
943.6259,120.2305,0.004443391,0.003119546,16.1537,290.2383,f
816.7273,711.0292,0.03647066,0.006076513,53.29982,298.7063,nf
1082.016,60.85748,0.003325306,0.01854349,51.81977,491.2172,f
877.9544,422.8667,0.003715489,0.02357139,95.8897,292.7798,nf
702.1861,37.79313,0.02800005,0.004104253,78.58362,290.8548,f
710.5883,72.79316,0.02448695,0.003536364,32.59305,378.8597,f
712.4632,454.3925,0.007588047,0.008945239,18.6032,417.9042,f
700.2035,132.4079,0.02270271,0.003379545,90.72857,390.753,f
1081.191,36.16745,0.01717054,0.004159306,23.41585,497.3996,f
978.7944,723.8584,0.003434657,0.04424534,99.35009,445.757,nf
878.1367,173.8301,0.007131589,0.005994166,85.05519,405.9516,nf
707.8869,335.9464,0.01847342,0.004875161,44.85547,296.0382,f
939.1619,46.53955,0.02941224,0.003272742,10.89848,436.0191,f
815.5069,930.8185,0.0378548,0.00569067,91.53719,489.1144,nf
741.6906,867.9434,0.03126404,0.003334536,98.08188,355.4439,nf
967.2772,932.5535,0.02210671,0.02083931,51.70944,313.2912,nf
1047.38,54.03013,0.01572308,0.02049747,99.43945,476.4193,f
745.0692,47.13007,0.01856363,0.007224585,5.36783,460.2425,f
717.2911,877.6236,0.004215564,0.04494917,52.088,357.2982,nf
894.0428,20.2611,0.03103239,0.003292409,96.7139,467.8075,f
954.2389,729.3793,0.0438969,0.003003489,7.039684,415.5277,f
1083.574,452.6616,0.004368641,0.005079866,64.52957,495.6521,nf
781.759,807.7568,0.003454844,0.007414786,9.627812,498.8524,f
1085.046,913.9007,0.008650039,0.00343536,77.82399,293.3791,nf
995.149,45.1484,0.003942835,0.01883707,6.429118,440.9263,f
727.3105,61.30587,0.003139598,0.005441308,15.41477,317.8794,f
1043.927,122.6502,0.04183861,0.006132422,43.76019,495.5783,f
1096.019,991.7438,0.005918022,0.003684559,11.01167,480.1817,nf
1098.73,66.91218,0.007226822,0.006745434,95.10221,369.792,f
775.3857,577.451,0.01457355,0.0152349,57.94919,447.0715,nf
808.9712,578.8118,0.02614958,0.0183675,75.81442,457.3353,nf
888.4947,641.2447,0.01112615,0.01119827,72.30339,337.8918,nf
849.0394,259.5418,0.0156205,0.01232334,78.96175,340.1755,f
997.6407,374.774,0.02224475,0.01138837,27.692,459.7996,f
921.1093,284.4426,0.02108015,0.01093546,74.19328,397.8242,f
966.583,407.3777,0.01297375,0.01158513,71.7229,368.8806,nf
988.0633,453.0343,0.02110942,0.01170912,50.93307,409.7544,f
857.2291,213.9461,0.03221085,0.01103668,29.49359,373.734,f
925.9327,833.006,0.03082839,0.01538092,59.22004,433.9415,nf
766.0611,801.6463,0.03020602,0.01296741,55.29949,461.7222,nf
832.2879,729.6469,0.01163589,0.02840031,47.23695,428.2157,nf
829.2889,324.1104,0.01575685,0.01410099,24.14548,331.2845,f
851.2894,226.7373,0.01647909,0.03073268,80.5325,337.8003,nf
792.3823,649.0006,0.00985416,0.03625481,37.006,408.8339,f
888.1959,608.1221,0.0102486,0.01413891,26.11425,372.1603,f
948.743,713.9444,0.01242284,0.03087596,79.78768,322.3249,nf
779.1566,833.6596,0.02667037,0.01330194,42.68674,370.3853,nf
894.9332,563.9717,0.0114648,0.0257822,21.75656,328.9716,f
1045.137,207.4832,0.01780472,0.01356082,39.86749,341.8764,f
817.6884,498.8477,0.0378916,0.01012578,28.45,444.5995,f
817.411,461.3149,0.01120167,0.008033124,56.46635,347.4098,nf
833.452,509.6237,0.01959265,0.01562369,64.07501,399.1933,nf
786.179,255.4321,0.01652598,0.03157537,56.52907,415.7784,f
1042.362,659.9291,0.00848858,0.03425929,70.60515,338.17,nf
828.0071,762.1999,0.01363261,0.02217642,59.59616,362.382,nf
854.6857,202.2106,0.0111081,0.01692063,24.33894,371.2085,f
908.924,331.6449,0.01764969,0.01977327,45.00055,328.8327,f
788.4992,736.923,0.01062468,0.00926655,78.78817,433.7255,nf
806.7278,500.0452,0.01582561,0.01544349,20.67588,451.6435,f
975.0713,490.1115,0.008704229,0.009373409,66.8562,450.8754,nf
795.7262,189.8353,0.02164889,0.0145133,42.1611,323.2189,f
1001.022,732.2716,0.0217346,0.01491008,20.36343,375.932,f
917.7798,761.2788,0.02549375,0.02450369,84.14166,377.7737,nf
738.0468,569.6663,0.02190906,0.01892886,22.10909,331.0905,f
1018.756,302.1475,0.01224993,0.02019096,73.38902,465.808,f
792.7751,346.0673,0.02533841,0.01235567,83.49051,309.1336,f
1031.165,430.7341,0.01356674,0.030215,53.07682,404.5392,f
839.0384,199.2875,0.01275811,0.0197504,62.04753,468.5221,f
979.0302,183.3738,0.0180801,0.02991853,18.54934,393.119,f
948.4495,781.5292,0.009162498,0.02281628,37.97807,431.1986,nf
761.9907,863.0198,0.007856155,0.01000177,82.28848,325.3793,nf
1000.825,542.0284,0.0168217,0.02430079,26.90439,385.375,f
915.5836,191.8184,0.03181367,0.01772682,78.46775,387.9835,nf
821.8632,251.1447,0.009511425,0.03908781,31.3084,362.2811,f
1052.803,544.0384,0.03412053,0.01454632,31.50369,379.7944,f
788.8253,487.9599,0.01270456,0.02837481,64.6482,317.8705,nf
898.5417,809.3175,0.01628969,0.01671433,43.31488,316.7902,nf
872.3034,206.2117,0.027103,0.01154416,19.39456,475.5411,f
1035.199,854.3584,0.0158592,0.009890823,62.92442,361.4239,nf
780.1857,175.631,0.02279345,0.02524426,28.89607,324.1147,f
869.3404,770.0428,0.01055216,0.01914918,82.71385,317.4598,nf
897.5698,743.2464,0.01375788,0.01427552,54.11981,468.0912,nf
771.8303,795.9549,0.01210701,0.03456874,18.97615,320.1036,f
1007.851,198.06,0.02149928,0.01939465,81.3564,472.3167,f
747.6667,757.6601,0.009253182,0.02657185,25.04361,470.5136,f
765.1206,352.0467,0.010974,0.01825028,36.16236,434.3976,f
810.6009,392.3101,0.007756875,0.03005881,89.10831,462.6649,nf
916.4658,283.6627,0.02270834,0.01347576,43.75259,447.5074,f
998.9606,288.003,0.0334282,0.01336009,40.99052,469.2108,f
937.7388,604.1764,0.007558307,0.03953244,82.5105,325.5216,nf
783.0743,117.7198,0.01352597,0.02618551,30.05434,377.5135,f
926.3634,178.6116,0.02197325,0.01220827,23.22563,380.9969,f
734.1522,414.058,0.0370632,0.009579049,78.14241,309.3431,nf
1003.574,94.5507,0.0272767,0.01296403,70.52141,435.3004,f
764.9852,868.3218,0.01404702,0.02312946,28.63821,351.8934,f
802.4045,891.4365,0.02476397,0.01818962,40.91166,469.8467,nf
923.369,886.2845,0.008081388,0.02956659,21.63068,393.2607,f
807.8118,210.1201,0.0271418,0.02087987,75.30897,477.3001,f
859.6253,858.3526,0.01177603,0.03664297,31.86906,460.8932,f
748.3149,379.869,0.02867601,0.006524725,33.30381,413.6895,f
960.226,291.1069,0.01152282,0.02626362,49.52262,311.5102,f
920.8065,641.737,0.01028294,0.032405,38.60119,468.7453,f
840.6204,418.9312,0.01205018,0.03611761,64.1881,452.6253,nf
923.8448,104.5535,0.03365895,0.008822884,18.46154,362.2187,f
1034.866,249.0334,0.01099896,0.01143067,57.83183,400.4442,f
878.7567,644.1758,0.03536778,0.01201703,36.34482,315.3358,nf
869.773,121.2187,0.0153702,0.02104663,79.06904,417.0887,f
967.234,355.1202,0.02982806,0.01300748,43.76861,323.3865,f
993.6267,802.7785,0.02292803,0.01081758,39.97179,466.3088,nf
772.9862,439.6976,0.01638312,0.03151862,29.80564,388.4961,f
847.7388,694.3156,0.02690811,0.01560338,89.13691,361.3194,nf
1032.706,463.5862,0.01483043,0.009863293,84.36555,455.0396,nf
742.8104,574.8941,0.0375035,0.01013455,74.90406,429.2333,nf
1049.665,835.0861,0.01358459,0.02480474,65.81626,447.2968,nf
983.0295,695.9821,0.03058973,0.01167253,83.34623,353.1421,nf
742.128,265.4532,0.0191582,0.007063544,89.50084,463.1923,f
783.909,329.5844,0.03009476,0.01627398,61.62978,415.6239,f
1067.626,948.5101,0.006766178,0.01817764,29.15789,346.5687,nf
879.5315,600.5184,0.01419278,0.006434393,50.17379,403.21,nf
748.628,602.9485,0.01872295,0.02292921,30.675,445.3113,f
1059.457,716.3729,0.009058505,0.02177023,58.64721,316.1,nf
1000.434,157.0152,0.02142613,0.01984782,83.25166,347.5038,nf
987.4423,311.2227,0.00831245,0.02845887,16.82254,359.3203,f
991.9823,512.1113,0.006113234,0.0124202,12.80459,454.0932,f
1079.879,400.5591,0.0365692,0.00971032,86.77065,483.1939,nf
776.239,898.7381,0.01115344,0.03623024,86.49848,450.7826,nf
812.8501,311.8447,0.009806575,0.01040608,72.91179,463.8457,nf
1010.74,636.1804,0.03989974,0.008648825,11.53857,329.2039,f
1010.463,799.0563,0.006905052,0.03161518,14.9075,316.5038,f
1053.599,250.3487,0.01517848,0.029214,30.14363,424.0872,f
865.6939,132.4023,0.01235708,0.01812808,31.05264,433.2437,f
1036.784,935.8834,0.009125696,0.03506041,78.3706,448.6616,nf
944.2082,572.3548,0.006500638,0.02248863,59.12343,465.378,nf
816.3372,554.7499,0.02699401,0.01135521,35.96997,347.1464,f
959.5675,477.4007,0.01464471,0.01850938,83.54878,316.1937,nf
737.138,130.2637,0.0126154,0.01401327,75.87946,306.8845,f
735.5387,406.8708,0.01881283,0.02346474,76.00617,308.1255,nf
849.5192,596.8032,0.01897399,0.019679,25.58729,489.3812,f
1046.187,749.4914,0.01479407,0.02081798,16.14501,389.8298,f
989.6458,236.0499,0.02856819,0.01121022,75.19835,345.8883,nf
760.756,89.16467,0.02389304,0.02484987,52.44947,419.4903,f
1032.259,871.7066,0.008229672,0.01412548,77.87504,317.5802,nf
1019.028,901.9473,0.01583735,0.03029563,57.05061,391.637,nf
1072.775,185.5637,0.007716814,0.007475677,42.05787,301.0735,f
809.2088,78.65777,0.007063723,0.03284183,93.51111,333.8901,f
806.8788,591.7605,0.0120196,0.02777274,80.83007,416.3338,nf
1026.869,95.00601,0.01533254,0.007147215,19.98175,420.5614,f
851.4595,908.5716,0.03676472,0.006591895,21.30082,433.4109,f
933.3717,749.7687,0.005514327,0.01028971,58.10483,306.2243,nf
879.2568,817.9282,0.02744805,0.02035018,42.52078,413.0453,nf
1054.731,38.95744,0.0130583,0.03684864,80.27594,378.3263,f
875.6049,209.2315,0.006235266,0.03243027,50.31766,466.7784,f
1066.108,235.7113,0.02932831,0.01216696,75.1325,401.4364,f
829.8587,923.8224,0.01930298,0.01767847,23.79019,415.347,f
994.8075,771.7021,0.02313368,0.02289656,75.55966,442.4684,nf
726.7567,601.3358,0.00787541,0.01375945,11.45971,331.4762,f
872.7175,287.0529,0.005720578,0.007665933,42.20627,418.9589,nf
983.5832,229.3878,0.007219938,0.02635201,75.65801,349.659,f
779.4601,622.4138,0.003882674,0.02866925,18.00596,433.0811,f
1031.2,692.0491,0.0334203,0.008889235,57.76253,429.0543,nf
996.0905,435.503,0.02582491,0.01177864,6.233767,394.639,f
966.8702,706.2865,0.007378338,0.02357452,94.49075,373.8092,nf
1057.978,63.23363,0.01392073,0.01745639,41.78699,431.033,f
860.6673,73.64642,0.03799763,0.007970844,47.46768,328.6639,f
972.2947,731.3176,0.004452361,0.03829279,75.5992,414.9377,nf
829.1212,870.3943,0.02637558,0.007583549,95.32009,317.3594,nf
1066.67,123.4975,0.01017485,0.01845911,12.03115,427.4786,f
734.277,108.1733,0.006291615,0.02810572,24.27517,319.4172,f
912.3969,386.2362,0.006312738,0.03797477,33.69736,396.2793,f
765.8222,99.64919,0.02852924,0.02125799,9.090763,488.2388,f
991.7599,327.794,0.03352164,0.007610684,63.97243,295.677,nf
901.7161,881.4766,0.01008911,0.005100165,93.0263,466.1966,nf
798.9507,339.6477,0.02131223,0.00665846,7.077334,367.7402,f
938.789,994.3318,0.01401153,0.006675726,23.74844,430.5957,nf
1076.696,518.6607,0.006365648,0.03942928,94.92039,380.0778,nf
1009.55,129.6325,0.01292971,0.03590452,12.18036,312.5396,f
754.2191,677.6599,0.02098904,0.007621173,37.76447,411.9594,f
846.7128,508.92,0.004559939,0.03964316,78.30669,426.0482,nf
823.7047,582.2274,0.03435048,0.00541838,55.01637,396.6719,nf
1073.119,511.5627,0.02473975,0.01145767,88.04095,334.8624,nf
747.3201,918.6289,0.005551199,0.02163125,88.44859,352.5057,nf
989.8783,435.7911,0.03178525,0.01707094,90.08422,308.3456,nf
1084.129,76.122,0.02348883,0.017476,63.64815,314.2077,f
960.5207,976.3399,0.03197886,0.01754006,18.27027,480.3897,f
1074.207,912.9142,0.005163235,0.009381654,92.87153,434.7613,nf
925.4747,56.82073,0.007829463,0.032455,33.97423,332.9639,f
819.7392,879.6527,0.009003722,0.01459666,44.84025,469.3391,nf
724.1236,782.4194,0.03027014,0.01366194,26.37327,322.8115,f
980.9076,274.169,0.005567358,0.0142229,95.12344,487.7461,nf
804.661,454.644,0.005507784,0.005233152,87.52898,439.8171,nf
782.0339,977.9333,0.006687619,0.01247031,37.82977,397.8556,nf
1091.068,81.97147,0.005841961,0.04338525,56.63753,423.791,f
746.0837,366.1653,0.01860159,0.01367848,74.59012,374.3432,nf
931.1639,808.7397,0.0216042,0.007987913,52.01751,423.9577,nf
916.253,272.9116,0.0272047,0.006178221,93.36655,429.6843,f
1052.705,711.1222,0.03758695,0.004609086,9.283034,486.7547,f
1011.331,36.65597,0.008443358,0.03268227,10.08482,447.7889,f
970.5432,54.18506,0.03877115,0.01021524,38.26957,438.2407,f
