ETOH_feed,Solvent_flowrate,Solvent_T,Reflux_ratio1,reflux_ratio2,Purity,Q_R1,Q_R2,QC1,QC2,QC3
0.824916667,69.51666667,56.65,0.690833333,2.790833333,0.92789227,6899.40967,4099.79765,-5154.88284,-3421.77687,-1822.34089
0.840343333,81.51,47.11,2.014166667,1.219166667,0.943024022,11288.8464,2749.32778,-9171.07668,-2005.74278,-2256.35369
0.82301,96.58333333,31.59,2.084166667,2.3025,0.926018859,12089.5977,3801.63067,-9405.0424,-2982.72662,-2903.85535
0.885063333,58.69,31.93,0.724166667,0.740833333,0.986480158,6988.92113,2180.90993,-5215.57838,-1573.382,-1759.91795
0.875876667,79.73666667,42.25,1.5275,1.240833333,0.977604493,9804.97498,2759.37226,-7654.90435,-2025.05631,-2267.13664
0.876483333,96.16333333,47.97,1.305833333,2.050833333,0.978191112,9434.06899,3572.60064,-6983.00477,-2755.86495,-2650.41609
0.91661,66.62333333,53.81,2.729166667,0.8975,0.999515919,12777.8173,2618.00585,-11259.8724,-1758.69855,-1775.21682
0.873276667,92.15,34.29,1.569166667,2.279166667,0.975086865,10334.8263,3759.67213,-7783.76265,-2961.41678,-2733.12386
0.80351,109.37,56.01,2.394166667,2.334166667,0.906780013,12973.4832,3886.11012,-10376.5468,-3012.16012,-2877.0157
0.924063333,92.71,56.95,1.9625,1.1825,0.999951733,10827.3236,3164.71618,-8944.45001,-2019.70699,-2424.68915
0.85213,42.49666667,41.85,1.5875,2.095833333,0.95453622,9192.02873,3283.72208,-7860.91528,-2793.95886,-1211.83513
0.914703333,103.1633333,41.55,1.000833333,2.845833333,0.999972676,8486.47518,4665.38911,-6040.99688,-3562.27613,-2946.31532
0.91427,49.26333333,43.67,2.404166667,2.000833333,0.998364895,11586.8309,3464.57458,-10280.277,-2778.33953,-1391.07223
0.821536667,40.86333333,36.09,1.144166667,1.5975,0.924569121,7864.0763,2820.57765,-6539.79581,-2344.37025,-1201.04207
0.812176667,54.63,34.99,2.8425,2.1775,0.915344871,13363.8663,3449.5456,-11733.9645,-2868.00387,-1614.85497
0.836703333,80.67,35.65,2.320833333,0.540833333,0.939460458,12348.3559,2130.78212,-10108.895,-1399.86777,-2365.96062
0.834363333,84.26333333,33.61,1.8625,1.7475,0.937167375,11068.0541,3240.58725,-8716.31832,-2481.71523,-2507.50522
0.89867,70.40333333,35.91,2.1575,2.4725,0.999590958,11548.0907,3817.87615,-9533.68297,-3134.67667,-2071.25503
0.832456667,100.3633333,57.53,0.595833333,0.844166667,0.935294033,7243.3179,2502.10812,-4860.5584,-1672.86641,-2609.31074
0.914356667,43.19666667,39.91,1.6725,0.554166667,0.997983771,9292.45749,2063.97319,-8071.1559,-1440.06117,-1243.71165
0.920683333,49.21666667,50.11,2.4625,2.1975,0.998416675,11674.8539,3680.7386,-10456.3724,-2956.31508,-1340.75154
0.81677,54.30333333,53.29,1.1275,2.069166667,0.919874713,7963.80041,3349.47963,-6492.95918,-2770.26915,-1452.13394
0.812523333,103.63,49.51,1.830833333,1.4025,0.915686852,11222.1592,3021.09365,-8644.22114,-2172.96393,-2829.59365
0.863656667,51.97,34.13,0.8975,0.6475,0.965753271,7349.43073,2049.60615,-5756.07884,-1488.8625,-1541.07019
0.81625,80.39,40.65,1.2025,1.625833333,0.91936214,8887.61776,3110.35551,-6722.3061,-2371.81677,-2306.18866
0.85707,101.7633333,39.95,2.344166667,0.5175,0.959349015,12852.2025,2207.10214,-10153.1987,-1390.91104,-2903.32447
0.860883333,96.11666667,55.91,0.5575,2.4075,0.963051554,7051.50174,3894.12574,-4726.46525,-3077.27848,-2530.18855
0.82015,95.04333333,54.55,0.514166667,2.4225,0.9232001,6928.23679,3902.69981,-4619.1502,-3090.77532,-2522.30199
0.923716667,48.65666667,47.27,1.064166667,1.700833333,0.999032599,7452.07696,3225.60113,-6233.03369,-2494.6184,-1346.87876
0.87631,106.85,32.99,0.5975,1.8125,0.978016254,7781.5444,3404.82247,-4838.07904,-2542.00281,-3188.95861
0.800303333,78.94333333,45.67,0.645833333,1.130833333,0.903604053,7099.80617,2655.76704,-5033.71497,-1926.02348,-2202.69777
0.815556667,46.13666667,52.87,1.7275,0.890833333,0.918678918,9641.1483,2225.40971,-8325.41189,-1707.39614,-1236.08917
0.886536667,66.53,44.53,2.4675,0.925833333,0.987906831,12318.1276,2398.61083,-10486.9391,-1740.46784,-1867.88829
0.92025,93.45666667,33.79,0.6025,2.694166667,0.999938366,7110.63819,4528.69782,-4838.45541,-3419.09685,-2779.49171
0.860536667,41.89,30.79,0.925833333,1.1725,0.962720974,7236.32706,2445.56973,-5844.39393,-1961.08319,-1264.49053
0.803943333,50.33666667,53.37,0.7525,2.604166667,0.907208237,6746.54663,3803.44562,-5357.39855,-3252.76606,-1345.56388
0.904476667,86.36333333,54.37,0.8375,2.504166667,0.999924597,7599.67659,4073.40076,-5547.91717,-3220.36856,-2294.67475
0.834103333,54.67666667,52.61,1.650833333,1.719166667,0.936912502,9561.29824,3036.30438,-8072.06307,-2454.59641,-1467.79786
0.88073,55.79666667,38.25,0.789166667,2.579166667,0.982296008,7066.50429,3820.10225,-5415.31115,-3230.33575,-1621.80141
0.88775,70.54333333,47.81,2.179166667,2.3975,0.989077099,11497.8087,3751.02099,-9613.3556,-3067.03022,-1946.63148
0.823963333,87.39,49.57,2.965833333,1.399166667,0.926956571,14304.1776,2942.20152,-12092.1595,-2168.25286,-2386.04512
0.806196667,100.1766667,44.47,2.1875,1.534166667,0.909437523,12316.4323,3124.70546,-9741.32734,-2290.95859,-2814.09742
0.879516667,57.85,38.77,1.104166667,2.164166667,0.981125069,8061.45711,3459.80868,-6369.72278,-2856.06814,-1676.78918
0.860103333,48.05,55.81,2.7725,1.015833333,0.962300792,12793.344,2352.99782,-11449.146,-1820.14077,-1265.32794
0.90725,91.17,30.97,1.3225,0.824166667,0.999950861,9446.50785,2606.21973,-7012.17008,-1688.00194,-2745.96515
0.905343333,47.86333333,57.07,1.5525,1.5075,0.998680668,8963.67449,2913.72848,-7707.96619,-2311.24014,-1251.40558
0.896156667,48.33,46.13,0.859166667,2.6475,0.997170811,7051.67613,3827.41174,-5615.51329,-3291.75663,-1346.37979
0.841123333,47.72333333,37.53,1.9525,2.180833333,0.943787201,10449.3196,3401.76649,-8982.54203,-2870.78836,-1392.34811
0.823356667,53.51,39.85,1.950833333,1.4075,0.926359887,10566.525,2746.77896,-8998.0443,-2173.49466,-1541.86437
0.897976667,105.1233333,47.13,2.3125,2.3675,0.998924993,12683.3983,3898.27851,-10002.6394,-3041.87522,-2911.20831
0.82457,75.44333333,39.89,1.189166667,1.180833333,0.927552721,8736.12552,2681.49511,-6674.43818,-1970.68031,-2172.33311
0.87085,47.11666667,59.55,1.490833333,1.2275,0.972735443,8851.57497,2536.85754,-7548.83913,-2010.90187,-1213.14929
0.80117,80.34333333,49.23,1.0775,2.789166667,0.904463338,8406.79601,4159.79437,-6353.2141,-3420.71908,-2199.36291
0.903956667,101.95,48.01,0.785833333,1.4975,0.999960983,7886.06845,3220.97287,-5391.91128,-2295.67365,-2808.3234
0.844503333,45.43666667,48.75,0.614166667,1.879166667,0.94708957,6249.25374,3111.78265,-4908.75386,-2598.57061,-1247.21036
0.878996667,87.25,40.11,2.2325,1.0275,0.980623578,12140.6815,2605.95347,-9786.0499,-1834.18621,-2507.90551
0.873536667,68.44333333,39.17,2.8725,2.4025,0.975339447,13656.5647,3742.93603,-11732.028,-3071.45594,-1979.66463
0.819023333,55.19,54.15,1.420833333,1.954166667,0.922094843,8867.57281,3251.96509,-7386.03527,-2666.57072,-1468.35577
0.809056667,65.87666667,42.69,0.725833333,1.0575,0.912263227,7082.13316,2513.42452,-5272.37862,-1858.87118,-1868.65637
0.91869,46.93,37.93,2.279166667,0.705833333,0.998176672,11181.9852,2267.78606,-9903.05095,-1579.17868,-1365.74224
0.84147,48.23666667,31.33,1.5075,2.960833333,0.944126176,9151.52113,4109.48445,-7628.35758,-3574.48973,-1452.64948
0.888356667,88.55666667,34.09,1.259166667,1.185833333,0.989660659,9301.28586,2755.45375,-6830.87232,-1976.49062,-2627.24227
0.916783333,69.75,46.19,2.039166667,2.670833333,0.999748652,10833.6849,4285.93778,-9176.18671,-3398.84303,-1942.49572
0.867383333,103.0233333,46.63,1.489166667,1.314166667,0.969372702,10174.827,2938.72143,-7547.21765,-2093.53971,-2858.66982
0.903176667,79.87666667,42.17,0.905833333,1.229166667,0.99989818,7843.83377,2840.3691,-5754.23801,-2045.00779,-2272.32301
0.86227,46.88333333,54.09,1.4575,1.724166667,0.96440695,8791.99796,2983.23468,-7456.16589,-2458.81703,-1247.78056
0.848923333,66.43666667,48.43,2.8975,2.649166667,0.951408523,13621.1229,3953.208,-11845.6402,-3293.88427,-1827.03672
0.868943333,48.09666667,51.81,1.1875,1.599166667,0.970886127,8009.57574,2879.75512,-6631.20554,-2346.10917,-1297.17962
0.83315,107.6433333,50.37,0.815833333,1.675833333,0.935976161,8192.57765,3284.91046,-5530.10419,-2419.15585,-2925.54375
0.80637,81.23,57.03,2.780833333,1.6575,0.909608951,13529.7029,3143.43273,-11554.3529,-2400.40898,-2123.58903
0.856203333,89.58333333,52.59,1.264166667,2.144166667,0.95850451,9104.15251,3625.36759,-6875.00326,-2839.56082,-2404.81758
0.810183333,78.89666667,36.07,2.9625,2.615833333,0.913376969,14287.3072,3995.56472,-12103.5387,-3264.32155,-2319.15529
0.874143333,74.79,58.85,1.200833333,2.934166667,0.975925693,8509.52539,4259.90548,-6667.07904,-3551.25922,-1934.56041
0.877176667,103.2566667,30.65,2.434166667,1.869166667,0.978863143,13287.2214,3440.59811,-10399.0773,-2592.77846,-3118.31399
0.871803333,40.63,44.29,0.709166667,1.005833333,0.973656834,6464.19884,2284.68887,-5179.26934,-1810.7432,-1142.92202
0.857416667,75.35,50.05,2.185833333,1.749166667,0.959686487,11623.9835,3193.86452,-9672.04916,-2482.65623,-2052.54573
0.85005,109.79,30.25,0.8125,2.3925,0.952505555,8563.08819,3940.44026,-5507.9482,-3064.72913,-3322.80158
0.841556667,81.88333333,44.69,1.634166667,1.4925,0.944210887,10170.7584,2998.00703,-8013.61682,-2251.81122,-2297.9665
0.80663,96.67666667,55.49,1.3725,2.354166667,0.909865772,9576.92031,3848.68002,-7250.19915,-3029.31267,-2551.29309
0.863483333,81.55666667,54.89,0.710833333,1.659166667,0.965582536,7217.50704,3146.63896,-5189.97207,-2401.90201,-2159.58945
0.910456667,54.53666667,41.51,2.3925,1.824166667,0.998910752,11700.987,3317.14142,-10244.2386,-2612.94347,-1557.95787
0.89971,53.13666667,59.11,1.585833333,0.619166667,0.999130173,9213.59492,2058.49974,-7808.13176,-1473.85182,-1370.21627
0.825003333,83.84333333,46.57,1.0675,1.2225,0.927978548,8475.63199,2764.60705,-6303.14613,-2008.96017,-2327.84984
0.809316667,101.1566667,39.87,1.4225,1.120833333,0.912520763,10070.9613,2755.9007,-7400.41372,-1919.90606,-2910.87382
0.90439,82.72333333,42.13,1.1975,1.9275,0.999920276,8769.54973,3520.93349,-6634.80277,-2690.56272,-2354.82182
0.88827,70.77666667,57.61,1.475833333,2.1375,0.989577775,9267.22756,3517.79695,-7486.06548,-2832.5417,-1844.39648
0.826996667,67.23,45.09,1.225833333,1.0525,0.929937778,8604.36628,2517.29487,-6784.10576,-1854.48756,-1882.14814
0.912016667,104.7966667,36.61,1.4125,2.6425,0.999975448,9885.76794,4445.30355,-7283.8731,-3372.38518,-3071.76743
0.91245,72.22333333,33.23,2.330833333,2.7775,0.999727254,11949.9608,4360.41312,-10056.8396,-3496.43097,-2154.27612
0.861056667,66.34333333,46.73,0.814166667,1.0825,0.963225578,7300.23233,2538.87352,-5505.15777,-1881.39812,-1840.62381
0.914963333,78.38333333,31.31,1.175833333,0.599166667,0.999904211,8595.34743,2418.8115,-6569.40334,-1485.75598,-2356.54677
0.846843333,108.6233333,32.23,2.8275,0.980833333,0.949377908,14627.2435,2661.34899,-11636.0146,-1796.27803,-3248.96923
0.867296667,93.92333333,44.85,2.2425,1.030833333,0.969289175,12273.0978,2641.50904,-9831.44073,-1838.13775,-2630.85077
0.838263333,99.10333333,52.15,1.915833333,2.405833333,0.940988088,11315.3942,3906.37714,-8874.2608,-3076.03137,-2667.23901
0.893123333,99.05666667,59.59,2.334166667,1.179166667,0.99425523,12418.4751,2799.18758,-10074.7387,-1971.87748,-2547.06586
0.897283333,86.31666667,34.45,1.1675,1.430833333,0.998256062,8959.86278,2965.33401,-6545.78235,-2196.61977,-2557.00094
0.808796667,78.75666667,59.17,0.9575,1.6375,0.912006749,7878.29981,3112.03246,-5980.30979,-2382.21899,-2032.32227
0.837916667,54.11666667,48.99,1.439166667,2.1475,0.940648596,8933.77041,3418.83635,-7423.8711,-2840.92146,-1483.478
0.81521,54.86333333,35.43,1.4475,2.094166667,0.918337048,9103.4598,3375.9946,-7471.07721,-2792.83875,-1618.0701
0.889656667,106.2433333,50.97,2.534166667,1.7975,0.990915545,13324.247,3388.78706,-10684.0811,-2528.51186,-2877.91806
0.893556667,48.47,48.35,2.8825,1.755833333,0.994672927,13152.1754,3023.96658,-11730.9145,-2487.4332,-1333.42742
0.878303333,45.95,48.23,1.1475,2.544166667,0.979952026,7868.04224,3715.85853,-6501.94115,-3198.50651,-1265.14019
0.84381,45.20333333,44.31,2.490833333,1.3775,0.946414418,11983.4321,2657.29078,-10616.6623,-2146.09266,-1271.66793
0.863396667,55.89,57.87,2.399166667,2.480833333,0.965502213,11788.461,3732.07325,-10311.7031,-3141.67143,-1454.38152
0.811396667,43.10333333,36.83,2.989166667,0.830833333,0.91457498,13546.9995,2147.1343,-12183.076,-1653.16025,-1261.39882
0.84043,97.56333333,53.33,0.5675,2.639166667,0.943104014,7158.65822,4109.84314,-4769.37282,-3286.25819,-2607.95323
0.904303333,65.59666667,45.89,2.664166667,0.819166667,0.99943089,12777.5439,2398.17018,-11063.7478,-1674.6075,-1827.94631
0.865823333,40.44333333,38.37,1.8175,2.735833333,0.967859032,9860.22271,3844.19302,-8544.46038,-3371.30239,-1174.87991
0.915656667,62.42333333,45.65,1.524166667,1.590833333,0.999660184,9153.72869,3212.62556,-7621.35267,-2399.47501,-1743.37751
0.81989,67.51,54.85,0.590833333,0.660833333,0.922946198,6574.83611,2165.13451,-4853.16538,-1502.87192,-1785.05064
0.882983333,104.1433333,38.79,1.769166667,0.6325,0.984476032,11164.0562,2325.12808,-8378.92636,-1488.86683,-3000.6253
0.909763333,49.40333333,59.89,1.794166667,2.635833333,0.998778693,9658.48329,4014.70048,-8437.64341,-3362.44776,-1269.89727
0.886016667,68.67666667,34.69,0.755833333,2.550833333,0.987400245,7292.06683,3878.13188,-5310.69154,-3205.21157,-2033.17496
0.883763333,44.13,34.59,1.620833333,2.8375,0.985229496,9353.97716,3966.13094,-7929.27171,-3463.1066,-1307.28876
0.878563333,104.4233333,50.27,1.0075,1.890833333,0.98020204,8683.48682,3465.18293,-6077.87898,-2612.36332,-2840.25368
0.92727,85.10333333,34.49,1.109166667,0.8025,0.999944662,8380.16521,2778.92071,-6368.08862,-1666.5148,-2520.16103
0.80065,49.87,40.85,2.870833333,0.6725,0.903948693,13314.121,2056.75671,-11838.2073,-1511.13242,-1428.09908
0.89217,41.33,33.65,2.424166667,2.9325,0.993337465,11721.8113,4029.03658,-10348.0188,-3548.75452,-1230.22956
0.906296667,67.04333333,38.51,2.3025,2.505833333,0.999593862,11767.2065,3988.8533,-9971.48931,-3231.58438,-1946.04375
0.824483333,53.18333333,52.97,0.550833333,0.8725,0.927465456,6182.13842,2261.56796,-4728.33589,-1691.33478,-1423.77736
0.883503333,90.56333333,52.17,2.7675,2.915833333,0.984978885,13665.4385,4326.43013,-11398.868,-3535.4257,-2437.52636
0.802903333,106.6633333,34.17,1.465833333,1.3125,0.906179486,10435.2402,2952.86306,-7539.07224,-2092.57222,-3162.60318
0.901356667,76.89,50.95,2.9475,1.8625,0.999682345,13863.1498,3369.00618,-11918.8229,-2612.98804,-2083.85577
0.83367,41.37666667,42.93,1.725833333,1.090833333,0.936487717,9596.4941,2367.6426,-8300.90783,-1887.43055,-1172.65994
0.829423333,65.50333333,44.07,2.959166667,0.979166667,0.93232138,13856.9301,2440.3874,-12063.3389,-1788.34538,-1843.9494
0.913316667,77.21666667,42.79,0.644166667,0.8775,0.999851884,6847.4459,2649.24822,-4964.29325,-1740.919,-2188.83285
0.866603333,68.07,43.81,2.819166667,1.474166667,0.968616445,13446.0472,2902.99855,-11580.969,-2234.35302,-1919.86566
0.83627,104.5166667,50.35,0.660833333,2.9625,0.939032869,7647.94099,4432.47622,-5056.03956,-3578.21657,-2842.57888
0.871456667,41.51666667,39.05,2.230833333,2.9925,0.973323965,11126.4741,4084.72797,-9790.72818,-3602.89781,-1201.77645
0.890003333,65.73666667,52.73,1.939166667,1.864166667,0.991249447,10616.4158,3240.52279,-8884.93598,-2585.82593,-1763.41469
0.902396667,43.61666667,48.11,2.769166667,0.564166667,0.996657924,12637.0643,1996.76705,-11385.2824,-1441.19363,-1200.41614
0.873363333,51.92333333,43.57,1.7575,1.609166667,0.97517119,9875.33703,2917.30085,-8354.2501,-2355.2776,-1466.68182
0.837223333,60.51,45.73,0.985833333,1.7825,0.939969126,7716.48945,3133.27303,-6044.64892,-2511.95251,-1689.08041
0.810876667,61.35,48.41,1.099166667,1.6475,0.914061298,8067.7909,3016.98514,-6411.37754,-2390.25976,-1686.97311
0.898323333,84.12333333,50.47,1.535833333,2.275833333,0.999257316,9810.84568,3716.55831,-7657.02038,-2957.94049,-2286.28534
0.805676667,58.41,52.13,2.489166667,1.3075,0.908923389,12223.6936,2690.61098,-10663.9707,-2083.58544,-1572.03073
0.823876667,82.77,55.29,1.1225,1.8925,0.926870842,8507.03233,3363.62193,-6471.76222,-2612.29711,-2186.77372
0.85499,72.92333333,53.65,2.059166667,2.6625,0.957323474,11148.2091,4004.09361,-9290.41562,-3306.15536,-1945.96717
0.904996667,51.17666667,47.49,2.360833333,1.7875,0.998542639,11541.1081,3198.29828,-10149.1466,-2568.60858,-1414.78172
0.873016667,45.85666667,55.07,2.3575,2.1425,0.974835657,11485.7842,3352.71544,-10172.4941,-2836.15303,-1213.51671
0.89711,65.41,57.73,2.465833333,1.815833333,0.998091871,12143.1707,3194.86862,-10466.8918,-2542.22789,-1703.20008
0.884456667,78.99,33.53,0.665833333,2.1075,0.985892656,7280.50641,3537.32772,-5039.55307,-2805.84243,-2351.95382
0.926316667,60.97666667,43.69,1.2425,1.634166667,0.999687133,8219.1494,3308.35874,-6770.88914,-2431.05511,-1721.53204
0.90205,107.1766667,49.95,1.4175,0.525833333,0.999976455,9918.10758,2308.01682,-7298.96869,-1415.36623,-2895.27203
0.92909,83.05,49.09,1.9025,1.970833333,0.999919734,10531.6681,3850.26456,-8763.33701,-2738.2883,-2275.30222
0.927096667,80.57666667,38.53,1.894166667,1.355833333,0.999901453,10608.1295,3247.32202,-8738.19799,-2174.94458,-2338.079
0.801343333,77.03,46.47,1.300833333,1.2525,0.904635123,9049.95277,2755.06352,-7036.02903,-2035.32209,-2140.25137
0.813476667,46.46333333,41.57,0.630833333,1.3025,0.916626508,6381.98421,2599.4774,-4979.30513,-2078.50057,-1326.60784
0.833583333,61.95666667,52.41,2.089166667,2.5175,0.936402762,11044.7605,3805.96811,-9407.46166,-3174.95332,-1665.40435
0.81729,55.93666667,39.43,0.554166667,2.900833333,0.920385421,6366.02486,4111.34828,-4742.8962,-3520.55553,-1615.8713
0.86825,44.45666667,58.45,2.050833333,1.255833333,0.97021431,10510.9925,2541.57085,-9249.14207,-2036.33971,-1152.46146
0.826563333,41.09666667,32.01,1.8275,2.980833333,0.929512306,9974.43117,4070.72087,-8618.39681,-3592.36625,-1233.44904
0.844416667,62.47,59.33,1.2575,1.764166667,0.947006855,8448.34992,3129.54044,-6865.2007,-2495.5065,-1610.83911
0.91323,90.70333333,49.97,1.445833333,1.795833333,0.999951905,9456.35317,3592.80749,-7384.53559,-2589.93988,-2472.0313
0.836876667,106.4766667,56.75,2.219166667,2.2775,0.939630183,12329.4738,3822.88449,-9799.196,-2960.87922,-2788.48966
0.890956667,50.89666667,47.83,0.634166667,1.184166667,0.992160965,6412.35705,2526.1941,-4939.44623,-1971.96473,-1403.86701
0.847536667,77.17,50.29,1.845833333,2.6725,0.950054746,10636.0624,4037.1916,-8650.87123,-3315.35367,-2099.7619
0.88645,46.18333333,34.37,0.8875,2.4775,0.987820425,7180.48464,3657.50449,-5708.5696,-3138.34798,-1369.58996
0.925016667,100.13,38.21,2.949166667,1.779166667,0.999934932,14223.5584,3782.77154,-11923.4265,-2569.09231,-2910.36983
0.899623333,100.55,41.45,0.8775,2.1025,0.99996265,8319.05719,3656.57246,-5668.65146,-2810.83412,-2872.35111
0.88957,74.74333333,48.09,2.8075,2.0525,0.990832216,13484.071,3464.12821,-11510.5191,-2756.09073,-2059.04087
0.911323333,92.38333333,48.59,2.540833333,0.590833333,0.999916151,12843.1533,2462.00584,-10690.609,-1480.40011,-2530.60669
0.86331,40.95666667,35.45,2.915833333,0.5675,0.965418135,13222.857,1891.72951,-11879.1918,-1415.93851,-1206.48892
0.855596667,99.99,32.71,2.679166667,1.955833333,0.957914478,13937.5025,3504.35771,-11172.4198,-2670.56685,-2988.93161
0.820323333,89.49,37.73,1.244166667,1.320833333,0.923374712,9266.81331,2881.96344,-6845.87462,-2097.97685,-2606.04855
0.873623333,85.57,34.83,0.9825,2.880833333,0.975421194,8387.52583,4269.8791,-6006.09648,-3503.59672,-2531.39311
0.928483333,81.93,44.63,1.605833333,2.709166667,0.999925457,9676.98322,4516.04474,-7867.63382,-3419.2125,-2301.40593
0.83523,46.41666667,49.07,2.8175,0.5875,0.938016999,12977.4976,1953.68635,-11622.9925,-1434.41892,-1270.13477
0.886103333,48.28333333,33.57,0.720833333,0.910833333,0.987484067,6728.49667,2259.96011,-5204.76764,-1725.50986,-1436.80532
0.88151,56.31,40.63,1.560833333,0.9475,0.983052723,9392.48727,2351.31133,-7750.07211,-1759.0973,-1615.10788
0.839043333,58.08333333,54.07,1.905833333,2.3425,0.941751778,10388.3824,3622.32883,-8842.9356,-3016.95507,-1546.16469
0.829943333,103.3966667,50.23,1.149166667,1.9725,0.932831175,9114.18936,3534.44237,-6547.9527,-2685.84853,-2813.15243
0.848403333,46.65,59.95,0.8675,1.6875,0.950899842,6959.86002,2948.33536,-5676.2758,-2425.73152,-1198.42803
0.838436667,66.76333333,38.75,1.3075,0.8225,0.941157605,8901.16182,2306.72434,-7022.6613,-1647.64753,-1933.05391
0.82405,52.81,34.63,1.804166667,1.904166667,0.927041731,10145.4663,3189.92294,-8550.04631,-2621.38306,-1563.85986
0.804463333,98.73,47.63,0.900833333,0.5425,0.907722617,8302.6465,2218.26936,-5810.46206,-1409.66022,-2705.56425
0.812263333,84.17,32.47,2.1925,2.644166667,0.915430346,12106.2172,4049.17492,-9748.93087,-3290.12622,-2519.88874
0.86981,66.81,37.17,2.270833333,2.3775,0.971727458,11820.3129,3710.38579,-9914.08646,-3048.84649,-1952.77034
0.823443333,63.77666667,58.35,1.7125,2.200833333,0.926445066,9883.06078,3531.95531,-8271.19784,-2889.38699,-1654.6268
0.818416667,41.14333333,45.69,1.085833333,2.009166667,0.921497205,7633.2462,3194.36732,-6364.44071,-2715.73958,-1148.92249
0.85447,47.95666667,55.63,2.809166667,2.440833333,0.956817086,12910.7539,3638.15335,-11568.8715,-3105.35148,-1264.91095
0.919383333,66.11,32.31,0.989166667,0.5525,0.999778848,7712.01185,2314.96407,-6005.92905,-1440.1904,-1978.50319
0.859236667,103.1166667,53.25,2.890833333,1.380833333,0.961457675,14330.2516,2999.31616,-11809.6067,-2153.43374,-2755.31154
0.835576667,64.66333333,51.35,2.454166667,1.5325,0.938356664,12220.3872,2934.51239,-10516.2976,-2286.74413,-1748.33751
0.91739,95.97666667,56.63,2.970833333,1.440833333,0.999915552,14013.7792,3355.02313,-11988.8764,-2262.70227,-2515.14594
0.812696667,44.97,35.41,0.6625,1.2075,0.915857117,6490.20545,2502.03329,-5076.50047,-1992.77382,-1326.12357
0.861576667,95.55666667,42.77,0.7025,2.799166667,0.963729324,7674.41141,4244.93852,-5165.97576,-3430.42915,-2710.98259
0.873883333,71.57,56.09,1.834166667,2.6225,0.975674816,10394.7198,3960.10259,-8585.93669,-3270.0165,-1882.41446
0.868596667,59.43666667,49.89,1.5425,1.4825,0.970550251,9328.87701,2855.42957,-7707.69723,-2241.39179,-1620.58513
0.86955,103.9566667,39.83,1.275833333,2.0025,0.971474241,9657.43048,3563.93321,-6898.43707,-2712.90813,-2995.18253
0.82769,46.32333333,57.51,1.415833333,2.0725,0.930619062,8651.63646,3293.20037,-7362.54427,-2773.02039,-1208.04105
0.901443333,51.22333333,56.97,1.930833333,2.864166667,0.998815116,10210.9619,4128.43693,-8850.27668,-3535.14566,-1340.32228
0.844156667,57.10333333,30.91,1.665833333,1.0625,0.946753056,9837.93434,2460.59097,-8107.23369,-1862.73022,-1722.2033
0.82483,60.09,44.05,0.9025,2.4475,0.927808054,7474.89159,3730.53476,-5800.24496,-3111.73582,-1693.18227
0.90491,91.12333333,30.85,2.804166667,2.224166667,0.999878111,13957.9092,3853.32897,-11485.7335,-2966.20655,-2750.03412
0.918516667,55.00333333,47.07,1.6825,0.715833333,0.999335437,9459.36553,2355.39375,-8099.77988,-1589.52723,-1523.29656
0.821623333,75.11666667,32.73,0.7925,1.1575,0.924653611,7601.98819,2658.57554,-5467.14912,-1949.65138,-2244.4572
0.929956667,76.14333333,51.91,2.919166667,1.465833333,0.999755407,13436.1917,3326.54692,-11833.1506,-2271.67145,-2052.44928
0.916956667,94.85666667,33.99,2.709166667,1.294166667,0.999919,13539.1241,3206.09412,-11198.8403,-2127.30229,-2816.95047
0.890783333,77.40333333,48.39,1.924166667,2.0075,0.992001045,10867.5347,3438.44423,-8838.66232,-2715.65039,-2128.63271
0.84901,75.21,54.65,1.734166667,1.1225,0.951492837,10201.8195,2627.52251,-8309.84333,-1918.18192,-1993.49539
0.837656667,95.60333333,44.89,2.170833333,2.769166667,0.940394122,12121.5541,4218.10883,-9651.09872,-3403.41525,-2681.11111
0.912536667,79.13,30.69,1.095833333,2.744166667,0.999907078,8406.37174,4380.54592,-6327.86539,-3465.73971,-2390.43393
0.851263333,54.44333333,59.43,0.995833333,2.219166667,0.953690391,7495.74967,3485.80933,-6064.10225,-2905.57132,-1403.24085
0.921723333,77.77666667,31.21,2.820833333,2.979166667,0.999762425,13480.643,4681.92253,-11536.2427,-3680.08295,-2343.62545
0.874316667,109.4166667,42.41,0.820833333,2.2025,0.976090888,8367.80789,3767.46006,-5515.83968,-2893.48481,-3109.42086
0.85915,52.67,31.49,1.6625,1.044166667,0.961373134,9709.8799,2412.84505,-8081.41777,-1845.93454,-1583.98645
0.86409,100.6433333,37.49,1.004166667,1.025833333,0.966174023,8791.17439,2667.78324,-6079.31318,-1834.78568,-2931.75448
0.870763333,80.76333333,52.67,2.105833333,0.5325,0.97265169,11454.2709,2123.62395,-9412.78836,-1392.65474,-2156.69569
0.814343333,84.91666667,41.15,1.8525,1.249166667,0.917482414,10972.8119,2794.23431,-8708.32929,-2033.05457,-2428.52345
0.808883333,89.11666667,40.59,2.714166667,1.899166667,0.912092899,13716.6074,3402.00958,-11346.9137,-2618.71492,-2557.49448
0.888443333,63.63666667,57.55,1.295833333,2.269166667,0.989744558,8581.14008,3592.69449,-6941.65194,-2950.99165,-1659.05817
0.831936667,47.44333333,57.21,1.190833333,2.964166667,0.934787549,7986.37002,4106.42341,-6673.18034,-3577.47691,-1239.62604
